Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust;Word
 anger;;; fear;; sadness;; trust;theocratic
 anger;;; fear;; sadness;; trust;lace
 anger;;; fear;; sadness;; trust;execution
 anger;;; fear;; sadness;;;wrongly
 anger;;; fear;; sadness;;;wrecked
 anger;;; fear;; sadness;;;wound
 anger;;; fear;; sadness;;;witchcraft
 anger;;; fear;; sadness;;;warfare
 anger;;; fear;; sadness;;;violence
 anger;;; fear;; sadness;;;victim
 anger;;; fear;; sadness;;;vendetta
 anger;;; fear;; sadness;;;upheaval
 anger;;; fear;; sadness;;;turmoil
 anger;;; fear;; sadness;;;traumatic
 anger;;; fear;; sadness;;;torment
 anger;;; fear;; sadness;;;thresh
 anger;;; fear;; sadness;;;terrorize
 anger;;; fear;; sadness;;;taunt
 anger;;; fear;; sadness;;;suppress
 anger;;; fear;; sadness;;;suicide
 anger;;; fear;; sadness;;;struggle
 anger;;; fear;; sadness;;;stifled
 anger;;; fear;; sadness;;;steal
 anger;;; fear;; sadness;;;spank
 anger;;; fear;; sadness;;;smite
 anger;;; fear;; sadness;;;slave
 anger;;; fear;; sadness;;;skid
 anger;;; fear;; sadness;;;shortage
 anger;;; fear;; sadness;;;scrapie
 anger;;; fear;; sadness;;;scourge
 anger;;; fear;; sadness;;;scarcity
 anger;;; fear;; sadness;;;rheumatism
 anger;;; fear;; sadness;;;revolver
 anger;;; fear;; sadness;;;retribution
 anger;;; fear;; sadness;;;restriction
 anger;;; fear;; sadness;;;resisting
 anger;;; fear;; sadness;;;reprisal
 anger;;; fear;; sadness;;;remove
 anger;;; fear;; sadness;;;rejects
 anger;;; fear;; sadness;;;reject
 anger;;; fear;; sadness;;;ravenous
 anger;;; fear;; sadness;;;rating
 anger;;; fear;; sadness;;;punitive
 anger;;; fear;; sadness;;;punishing
 anger;;; fear;; sadness;;;psychosis
 anger;;; fear;; sadness;;;prosecute
 anger;;; fear;; sadness;;;prison
 anger;;; fear;; sadness;;;pessimism
 anger;;; fear;; sadness;;;pernicious
 anger;;; fear;; sadness;;;penalty
 anger;;; fear;; sadness;;;oppressor
 anger;;; fear;; sadness;;;obstacle
 anger;;; fear;; sadness;;;obliterate
 anger;;; fear;; sadness;;;nether
 anger;;; fear;; sadness;;;mug
 anger;;; fear;; sadness;;;mournful
 anger;;; fear;; sadness;;;mortality
 anger;;; fear;; sadness;;;militia
 anger;;; fear;; sadness;;;loss
 anger;;; fear;; sadness;;;leukemia
 anger;;; fear;; sadness;;;killing
 anger;;; fear;; sadness;;;irreconcilable
 anger;;; fear;; sadness;;;invader
 anger;;; fear;; sadness;;;insecure
 anger;;; fear;; sadness;;;injury
 anger;;; fear;; sadness;;;injurious
 anger;;; fear;; sadness;;;injure
 anger;;; fear;; sadness;;;inflict
 anger;;; fear;; sadness;;;inequality
 anger;;; fear;; sadness;;;impotence
 anger;;; fear;; sadness;;;hurting
 anger;;; fear;; sadness;;;hurt
 anger;;; fear;; sadness;;;halter
 anger;;; fear;; sadness;;;grievous
 anger;;; fear;; sadness;;;gallows
 anger;;; fear;; sadness;;;fury
 anger;;; fear;; sadness;;;frightful
 anger;;; fear;; sadness;;;fatal
 anger;;; fear;; sadness;;;exile
 anger;;; fear;; sadness;;;executioner
 anger;;; fear;; sadness;;;enmity
 anger;;; fear;; sadness;;;encumbrance
 anger;;; fear;; sadness;;;domination
 anger;;; fear;; sadness;;;dispossessed
 anger;;; fear;; sadness;;;displaced
 anger;;; fear;; sadness;;;disastrous
 anger;;; fear;; sadness;;;difficulty
 anger;;; fear;; sadness;;;devastate
 anger;;; fear;; sadness;;;destroying
 anger;;; fear;; sadness;;;destroyed
 anger;;; fear;; sadness;;;depressed
 anger;;; fear;; sadness;;;deportation
 anger;;; fear;; sadness;;;delusion
 anger;;; fear;; sadness;;;defendant
 anger;;; fear;; sadness;;;dashed
 anger;;; fear;; sadness;;;darkness
 anger;;; fear;; sadness;;;damnation
 anger;;; fear;; sadness;;;cursed
 anger;;; fear;; sadness;;;cross
 anger;;; fear;; sadness;;;crazy
 anger;;; fear;; sadness;;;constraint
 anger;;; fear;; sadness;;;conflict
 anger;;; fear;; sadness;;;confinement
 anger;;; fear;; sadness;;;confine
 anger;;; fear;; sadness;;;communism
 anger;;; fear;; sadness;;;chaos
 anger;;; fear;; sadness;;;casualty
 anger;;; fear;; sadness;;;burial
 anger;;; fear;; sadness;;;bugaboo
 anger;;; fear;; sadness;;;brute
 anger;;; fear;; sadness;;;broken
 anger;;; fear;; sadness;;;blockade
 anger;;; fear;; sadness;;;beating
 anger;;; fear;; sadness;;;battled
 anger;;; fear;; sadness;;;banished
 anger;;; fear;; sadness;;;assassination
 anger;;; fear;; sadness;;;assassin
 anger;;; fear;; sadness;;;assailant
 anger;;; fear;; sadness;;;arraignment
 anger;;; fear;; sadness;;;annihilation
 anger;;; fear;; sadness;;;annihilated
 anger;;; fear;; sadness;;;anguish
 anger;;; fear;; sadness;;;agony
 anger;;; fear;; sadness;;;adversity
 anger;;; fear;; sadness;;;accursed
 anger;;; fear;; sadness;;;abandoned
 anger;;; fear;;; surprise;;yelp
 anger;;; fear;;; surprise;;yell
 anger;;; fear;;; surprise;;tumult
 anger;;; fear;;; surprise;;sneak
 anger;;; fear;;; surprise;;slam
 anger;;; fear;;; surprise;;shrill
 anger;;; fear;;; surprise;;shock
 anger;;; fear;;; surprise;;riotous
 anger;;; fear;;; surprise;;raid
 anger;;; fear;;; surprise;;outcry
 anger;;; fear;;; surprise;;lightning
 anger;;; fear;;; surprise;;intruder
 anger;;; fear;;; surprise;;incendiary
 anger;;; fear;;; surprise;;frenetic
 anger;;; fear;;; surprise;;eruption
 anger;;; fear;;; surprise;;disruption
 anger;;; fear;;; surprise;;blast
 anger;;; fear;;; surprise;;assail
 anger;;; fear;;; surprise;;ambush
 anger;;; fear;;;; trust;warden
 anger;;; fear;;;; trust;toughness
 anger;;; fear;;;; trust;mislead
 anger;;; fear;;;; trust;libel
 anger;;; fear;;;; trust;counsellor
 anger;;; fear;;;; trust;attorney
 anger;;; fear;;;;;wrath
 anger;;; fear;;;;;warrior
 anger;;; fear;;;;;warlike
 anger;;; fear;;;;;virulence
 anger;;; fear;;;;;vengeful
 anger;;; fear;;;;;vehement
 anger;;; fear;;;;;usurped
 anger;;; fear;;;;;ultimatum
 anger;;; fear;;;;;turbulence
 anger;;; fear;;;;;tumultuous
 anger;;; fear;;;;;troublesome
 anger;;; fear;;;;;troll
 anger;;; fear;;;;;thundering
 anger;;; fear;;;;;threat
 anger;;; fear;;;;;teasing
 anger;;; fear;;;;;talons
 anger;;; fear;;;;;swastika
 anger;;; fear;;;;;suffocation
 anger;;; fear;;;;;subversion
 anger;;; fear;;;;;sting
 anger;;; fear;;;;;standoff
 anger;;; fear;;;;;smash
 anger;;; fear;;;;;shooting
 anger;;; fear;;;;;shoot
 anger;;; fear;;;;;sectarian
 anger;;; fear;;;;;scapegoat
 anger;;; fear;;;;;savagery
 anger;;; fear;;;;;savage
 anger;;; fear;;;;;saber
 anger;;; fear;;;;;riot
 anger;;; fear;;;;;rifle
 anger;;; fear;;;;;retaliation
 anger;;; fear;;;;;restrain
 anger;;; fear;;;;;reckless
 anger;;; fear;;;;;rebel
 anger;;; fear;;;;;react
 anger;;; fear;;;;;ransom
 anger;;; fear;;;;;rampage
 anger;;; fear;;;;;rabble
 anger;;; fear;;;;;quandary
 anger;;; fear;;;;;persecute
 anger;;; fear;;;;;penetration
 anger;;; fear;;;;;overpowering
 anger;;; fear;;;;;opposed
 anger;;; fear;;;;;obstruct
 anger;;; fear;;;;;oblivion
 anger;;; fear;;;;;obliterated
 anger;;; fear;;;;;mob
 anger;;; fear;;;;;menacing
 anger;;; fear;;;;;menace
 anger;;; fear;;;;;manipulation
 anger;;; fear;;;;;maniac
 anger;;; fear;;;;;malignant
 anger;;; fear;;;;;malice
 anger;;; fear;;;;;madness
 anger;;; fear;;;;;madman
 anger;;; fear;;;;;madden
 anger;;; fear;;;;;lawlessness
 anger;;; fear;;;;;lava
 anger;;; fear;;;;;lash
 anger;;; fear;;;;;jeopardize
 anger;;; fear;;;;;intimidation
 anger;;; fear;;;;;insane
 anger;;; fear;;;;;inferno
 anger;;; fear;;;;;indoctrination
 anger;;; fear;;;;;indict
 anger;;; fear;;;;;impermeable
 anger;;; fear;;;;;hysterical
 anger;;; fear;;;;;hostilities
 anger;;; fear;;;;;hostage
 anger;;; fear;;;;;homicidal
 anger;;; fear;;;;;hiss
 anger;;; fear;;;;;havoc
 anger;;; fear;;;;;harshness
 anger;;; fear;;;;;gun
 anger;;; fear;;;;;growl
 anger;;; fear;;;;;glare
 anger;;; fear;;;;;gang
 anger;;; fear;;;;;frenzied
 anger;;; fear;;;;;forcibly
 anger;;; fear;;;;;force
 anger;;; fear;;;;;forbidding
 anger;;; fear;;;;;foe
 anger;;; fear;;;;;fluctuation
 anger;;; fear;;;;;firearms
 anger;;; fear;;;;;fight
 anger;;; fear;;;;;fear
 anger;;; fear;;;;;extermination
 anger;;; fear;;;;;exacerbation
 anger;;; fear;;;;;enforce
 anger;;; fear;;;;;dominate
 anger;;; fear;;;;;distressing
 anger;;; fear;;;;;dissident
 anger;;; fear;;;;;disinformation
 anger;;; fear;;;;;destroyer
 anger;;; fear;;;;;delusional
 anger;;; fear;;;;;cutthroat
 anger;;; fear;;;;;crusade
 anger;;; fear;;;;;cruelly
 anger;;; fear;;;;;crazed
 anger;;; fear;;;;;cracked
 anger;;; fear;;;;;consternation
 anger;;; fear;;;;;conquest
 anger;;; fear;;;;;confusion
 anger;;; fear;;;;;conflagration
 anger;;; fear;;;;;combative
 anger;;; fear;;;;;combatant
 anger;;; fear;;;;;combat
 anger;;; fear;;;;;claw
 anger;;; fear;;;;;clashing
 anger;;; fear;;;;;challenge
 anger;;; fear;;;;;chaff
 anger;;; fear;;;;;cannon
 anger;;; fear;;;;;cane
 anger;;; fear;;;;;campaigning
 anger;;; fear;;;;;busted
 anger;;; fear;;;;;bully
 anger;;; fear;;;;;brutality
 anger;;; fear;;;;;brutal
 anger;;; fear;;;;;brimstone
 anger;;; fear;;;;;bombardment
 anger;;; fear;;;;;bombard
 anger;;; fear;;;;;blackmail
 anger;;; fear;;;;;belt
 anger;;; fear;;;;;belligerent
 anger;;; fear;;;;;bee
 anger;;; fear;;;;;beast
 anger;;; fear;;;;;bearish
 anger;;; fear;;;;;bear
 anger;;; fear;;;;;bayonet
 anger;;; fear;;;;;batter
 anger;;; fear;;;;;attack
 anger;;; fear;;;;;assault
 anger;;; fear;;;;;assassinate
 anger;;; fear;;;;;arson
 anger;;; fear;;;;;armed
 anger;;; fear;;;;;armament
 anger;;; fear;;;;;annihilate
 anger;;; fear;;;;;anarchy
 anger;;; fear;;;;;anarchist
 anger;;; fear;;;;;anarchism
 anger;;; fear;;;;;aggressor
 anger;;; fear;;;;;aggressive
 anger;;; fear;;;;;aggression
 anger;;; fear;;;;;accusing
 anger;;; fear;;;;;accuser
 anger;;; fear;;;;;accused
 anger;;;; joy; sadness;; trust;orchestra
 anger;;;; joy; sadness;;;liquor
 anger;;;; joy;; surprise; trust;playful
 anger;;;; joy;;; trust;mastery
 anger;;;; joy;;;;fervor
 anger;;;;; sadness; surprise; trust;sisterhood
 anger;;;;; sadness;;;willful
 anger;;;;; sadness;;;warp
 anger;;;;; sadness;;;waffle
 anger;;;;; sadness;;;upset
 anger;;;;; sadness;;;unpaid
 anger;;;;; sadness;;;unforgiving
 anger;;;;; sadness;;;unfairness
 anger;;;;; sadness;;;underpaid
 anger;;;;; sadness;;;unattainable
 anger;;;;; sadness;;;tripping
 anger;;;;; sadness;;;touchy
 anger;;;;; sadness;;;tolerate
 anger;;;;; sadness;;;sullen
 anger;;;;; sadness;;;sue
 anger;;;;; sadness;;;sore
 anger;;;;; sadness;;;soldier
 anger;;;;; sadness;;;sedition
 anger;;;;; sadness;;;oust
 anger;;;;; sadness;;;onerous
 anger;;;;; sadness;;;offended
 anger;;;;; sadness;;;myopia
 anger;;;;; sadness;;;moody
 anger;;;;; sadness;;;misunderstanding
 anger;;;;; sadness;;;melodrama
 anger;;;;; sadness;;;losing
 anger;;;;; sadness;;;limited
 anger;;;;; sadness;;;insignificant
 anger;;;;; sadness;;;inimical
 anger;;;;; sadness;;;incompetent
 anger;;;;; sadness;;;humiliate
 anger;;;;; sadness;;;harry
 anger;;;;; sadness;;;hamstring
 anger;;;;; sadness;;;guilty
 anger;;;;; sadness;;;fuss
 anger;;;;; sadness;;;forsaken
 anger;;;;; sadness;;;forfeit
 anger;;;;; sadness;;;feudalism
 anger;;;;; sadness;;;eschew
 anger;;;;; sadness;;;dumps
 anger;;;;; sadness;;;disturbed
 anger;;;;; sadness;;;disliked
 anger;;;;; sadness;;;discriminate
 anger;;;;; sadness;;;disapproved
 anger;;;;; sadness;;;disagreement
 anger;;;;; sadness;;;disagreeing
 anger;;;;; sadness;;;demolish
 anger;;;;; sadness;;;deflate
 anger;;;;; sadness;;;criticism
 anger;;;;; sadness;;;confiscate
 anger;;;;; sadness;;;concussion
 anger;;;;; sadness;;;complain
 anger;;;;; sadness;;;choke
 anger;;;;; sadness;;;bothering
 anger;;;;; sadness;;;aggravating
 anger;;;;;; surprise;;tackle
 anger;;;;;; surprise;;subversive
 anger;;;;;; surprise;;slap
 anger;;;;;; surprise;;shout
 anger;;;;;; surprise;;revolt
 anger;;;;;; surprise;;ordeal
 anger;;;;;; surprise;;jerk
 anger;;;;;; surprise;;interrupt
 anger;;;;;; surprise;;erupt
 anger;;;;;; surprise;;coup
 anger;;;;;;; trust;mule
 anger;;;;;;; trust;moral
 anger;;;;;;; trust;falsehood
 anger;;;;;;; trust;backbone
 anger;;;;;;;;wring
 anger;;;;;;;;wreak
 anger;;;;;;;;words
 anger;;;;;;;;wop
 anger;;;;;;;;whip
 anger;;;;;;;;vindicate
 anger;;;;;;;;veto
 anger;;;;;;;;versus
 anger;;;;;;;;vent
 anger;;;;;;;;vengeance
 anger;;;;;;;;usurp
 anger;;;;;;;;untrustworthy
 anger;;;;;;;;unsympathetic
 anger;;;;;;;;unjust
 anger;;;;;;;;tussle
 anger;;;;;;;;trespass
 anger;;;;;;;;torpedo
 anger;;;;;;;;tighten
 anger;;;;;;;;tiff
 anger;;;;;;;;thump
 anger;;;;;;;;throttle
 anger;;;;;;;;tension
 anger;;;;;;;;surcharge
 anger;;;;;;;;sucker
 anger;;;;;;;;strike
 anger;;;;;;;;strife
 anger;;;;;;;;strained
 anger;;;;;;;;storming
 anger;;;;;;;;storm
 anger;;;;;;;;stone
 anger;;;;;;;;stolen
 anger;;;;;;;;standstill
 anger;;;;;;;;spiteful
 anger;;;;;;;;spite
 anger;;;;;;;;spine
 anger;;;;;;;;spat
 anger;;;;;;;;spanking
 anger;;;;;;;;snarling
 anger;;;;;;;;smother
 anger;;;;;;;;smack
 anger;;;;;;;;slay
 anger;;;;;;;;slash
 anger;;;;;;;;skirmish
 anger;;;;;;;;sizzle
 anger;;;;;;;;shove
 anger;;;;;;;;screwed
 anger;;;;;;;;scorn
 anger;;;;;;;;scorching
 anger;;;;;;;;scolding
 anger;;;;;;;;schism
 anger;;;;;;;;scandalous
 anger;;;;;;;;satanic
 anger;;;;;;;;saloon
 anger;;;;;;;;row
 anger;;;;;;;;rocket
 anger;;;;;;;;rivalry
 anger;;;;;;;;ringer
 anger;;;;;;;;retract
 anger;;;;;;;;retaliatory
 anger;;;;;;;;retaliate
 anger;;;;;;;;restitution
 anger;;;;;;;;resistance
 anger;;;;;;;;resentful
 anger;;;;;;;;resent
 anger;;;;;;;;reprimand
 anger;;;;;;;;renounce
 anger;;;;;;;;renegade
 anger;;;;;;;;remand
 anger;;;;;;;;rapping
 anger;;;;;;;;rage
 anger;;;;;;;;quarrel
 anger;;;;;;;;provocation
 anger;;;;;;;;profanity
 anger;;;;;;;;profane
 anger;;;;;;;;pretending
 anger;;;;;;;;prejudicial
 anger;;;;;;;;prejudice
 anger;;;;;;;;preclude
 anger;;;;;;;;pow
 anger;;;;;;;;pound
 anger;;;;;;;;politics
 anger;;;;;;;;pirate
 anger;;;;;;;;pique
 anger;;;;;;;;picketing
 anger;;;;;;;;penitentiary
 anger;;;;;;;;payback
 anger;;;;;;;;patter
 anger;;;;;;;;overbearing
 anger;;;;;;;;opposition
 anger;;;;;;;;opinionated
 anger;;;;;;;;obstructive
 anger;;;;;;;;objection
 anger;;;;;;;;nuisance
 anger;;;;;;;;noisy
 anger;;;;;;;;negation
 anger;;;;;;;;nag
 anger;;;;;;;;mutter
 anger;;;;;;;;mosque
 anger;;;;;;;;misrepresented
 anger;;;;;;;;meddle
 anger;;;;;;;;martial
 anger;;;;;;;;malpractice
 anger;;;;;;;;loudness
 anger;;;;;;;;loath
 anger;;;;;;;;kicking
 anger;;;;;;;;kick
 anger;;;;;;;;jab
 anger;;;;;;;;irritable
 anger;;;;;;;;irritability
 anger;;;;;;;;ire
 anger;;;;;;;;irate
 anger;;;;;;;;involvement
 anger;;;;;;;;involution
 anger;;;;;;;;invasion
 anger;;;;;;;;intractable
 anger;;;;;;;;intolerable
 anger;;;;;;;;insurrection
 anger;;;;;;;;insufficiency
 anger;;;;;;;;inoperative
 anger;;;;;;;;injustice
 anger;;;;;;;;infraction
 anger;;;;;;;;indignant
 anger;;;;;;;;indenture
 anger;;;;;;;;incongruous
 anger;;;;;;;;incense
 anger;;;;;;;;inattention
 anger;;;;;;;;implicate
 anger;;;;;;;;hot
 anger;;;;;;;;hit
 anger;;;;;;;;haughty
 anger;;;;;;;;hating
 anger;;;;;;;;harassing
 anger;;;;;;;;grudge
 anger;;;;;;;;grated
 anger;;;;;;;;grab
 anger;;;;;;;;godless
 anger;;;;;;;;glaring
 anger;;;;;;;;gibberish
 anger;;;;;;;;furor
 anger;;;;;;;;furnace
 anger;;;;;;;;furiously
 anger;;;;;;;;fuming
 anger;;;;;;;;frustration
 anger;;;;;;;;frustrated
 anger;;;;;;;;friction
 anger;;;;;;;;fraud
 anger;;;;;;;;foray
 anger;;;;;;;;fits
 anger;;;;;;;;fighting
 anger;;;;;;;;fib
 anger;;;;;;;;feud
 anger;;;;;;;;ferocity
 anger;;;;;;;;fenced
 anger;;;;;;;;fee
 anger;;;;;;;;falsification
 anger;;;;;;;;fallacious
 anger;;;;;;;;extinguish
 anger;;;;;;;;exaggerate
 anger;;;;;;;;escalate
 anger;;;;;;;;eradicate
 anger;;;;;;;;elbow
 anger;;;;;;;;effigy
 anger;;;;;;;;duplicity
 anger;;;;;;;;dupe
 anger;;;;;;;;disused
 anger;;;;;;;;distracted
 anger;;;;;;;;dissonance
 anger;;;;;;;;dissension
 anger;;;;;;;;disrespect
 anger;;;;;;;;dispute
 anger;;;;;;;;disobedient
 anger;;;;;;;;disagree
 anger;;;;;;;;dictatorial
 anger;;;;;;;;detract
 anger;;;;;;;;detonation
 anger;;;;;;;;destruction
 anger;;;;;;;;deny
 anger;;;;;;;;demand
 anger;;;;;;;;defiant
 anger;;;;;;;;defect
 anger;;;;;;;;defamatory
 anger;;;;;;;;decry
 anger;;;;;;;;deceived
 anger;;;;;;;;cussed
 anger;;;;;;;;crunch
 anger;;;;;;;;crime
 anger;;;;;;;;cranky
 anger;;;;;;;;crabby
 anger;;;;;;;;controversial
 anger;;;;;;;;contradict
 anger;;;;;;;;contemptuous
 anger;;;;;;;;confront
 anger;;;;;;;;condemn
 anger;;;;;;;;compulsion
 anger;;;;;;;;compress
 anger;;;;;;;;complicate
 anger;;;;;;;;complaint
 anger;;;;;;;;commotion
 anger;;;;;;;;collision
 anger;;;;;;;;clash
 anger;;;;;;;;chaotic
 anger;;;;;;;;buffet
 anger;;;;;;;;brunt
 anger;;;;;;;;broil
 anger;;;;;;;;brazen
 anger;;;;;;;;boxing
 anger;;;;;;;;bout
 anger;;;;;;;;blaze
 anger;;;;;;;;blasphemy
 anger;;;;;;;;birthplace
 anger;;;;;;;;bias
 anger;;;;;;;;berserk
 anger;;;;;;;;bellows
 anger;;;;;;;;battle
 anger;;;;;;;;battery
 anger;;;;;;;;battalion
 anger;;;;;;;;bastion
 anger;;;;;;;;barrier
 anger;;;;;;;;bark
 anger;;;;;;;;barb
 anger;;;;;;;;badger
 anger;;;;;;;;avenger
 anger;;;;;;;;arguments
 anger;;;;;;;;argumentation
 anger;;;;;;;;argument
 anger;;;;;;;;argue
 anger;;;;;;;;antithesis
 anger;;;;;;;;antagonist
 anger;;;;;;;;antagonism
 anger;;;;;;;;annoying
 anger;;;;;;;;animus
 anger;;;;;;;;anger
 anger;;;;;;;;altercation
 anger;;;;;;;;allegation
 anger;;;;;;;;agitation
 anger;;;;;;;;agitated
 anger;;;;;;;;aggravated
 anger;;;;;;;;adversary
 anger;;;;;;;;abolish
; anticip; disgust; fear; joy; sadness; surprise; trust;weight
; anticip; disgust; fear; joy;;;;cove
; anticip; disgust; fear;; sadness; surprise;;flinch
; anticip; disgust; fear;; sadness;;;plight
; anticip; disgust; fear;; sadness;;;mortification
; anticip; disgust; fear;;; surprise;;frantic
; anticip; disgust; fear;;; surprise;;exigent
; anticip; disgust; fear;;;; trust;tribunal
; anticip; disgust; fear;;;;;contagion
; anticip; disgust;; joy; sadness; surprise; trust;winning
; anticip; disgust;; joy; sadness;; trust;savor
; anticip; disgust;; joy;; surprise; trust;finally
; anticip; disgust;; joy;;; trust;abundance
; anticip; disgust;;; sadness;; trust;unaccountable
; anticip; disgust;;;;;;undoubted
; anticip; disgust;;;;;;germ
; anticip;; fear; joy; sadness; surprise; trust;romance
; anticip;; fear; joy; sadness; surprise;;destination
; anticip;; fear; joy; sadness;; trust;retirement
; anticip;; fear; joy;; surprise; trust;pray
; anticip;; fear; joy;; surprise; trust;marry
; anticip;; fear; joy;; surprise; trust;immerse
; anticip;; fear; joy;; surprise; trust;holiness
; anticip;; fear; joy;; surprise; trust;graduation
; anticip;; fear; joy;; surprise;;unexpected
; anticip;; fear; joy;; surprise;;thrill
; anticip;; fear; joy;; surprise;;rekindle
; anticip;; fear; joy;; surprise;;parade
; anticip;; fear; joy;; surprise;;infant
; anticip;; fear; joy;; surprise;;highest
; anticip;; fear; joy;; surprise;;advance
; anticip;; fear; joy;;; trust;worship
; anticip;; fear; joy;;; trust;volunteer
; anticip;; fear; joy;;; trust;unsurpassed
; anticip;; fear; joy;;; trust;god
; anticip;; fear; joy;;; trust;elevation
; anticip;; fear; joy;;; trust;birth
; anticip;; fear; joy;;;;swim
; anticip;; fear; joy;;;;journey
; anticip;; fear; joy;;;;intimately
; anticip;; fear;; sadness; surprise;;confession
; anticip;; fear;; sadness;;;worrying
; anticip;; fear;; sadness;;;worry
; anticip;; fear;; sadness;;;wilderness
; anticip;; fear;; sadness;;;probation
; anticip;; fear;; sadness;;;precarious
; anticip;; fear;; sadness;;;plea
; anticip;; fear;; sadness;;;perilous
; anticip;; fear;; sadness;;;peril
; anticip;; fear;; sadness;;;hunter
; anticip;; fear;; sadness;;;cataract
; anticip;; fear;; sadness;;;adrift
; anticip;; fear;;; surprise; trust;warn
; anticip;; fear;;; surprise;;warned
; anticip;; fear;;; surprise;;urgent
; anticip;; fear;;; surprise;;urgency
; anticip;; fear;;; surprise;;trepidation
; anticip;; fear;;; surprise;;suspense
; anticip;; fear;;; surprise;;stealthy
; anticip;; fear;;; surprise;;sorcery
; anticip;; fear;;; surprise;;mysterious
; anticip;; fear;;; surprise;;intrigue
; anticip;; fear;;; surprise;;concealed
; anticip;; fear;;; surprise;;blindfold
; anticip;; fear;;; surprise;;alerts
; anticip;; fear;;; surprise;;alertness
; anticip;; fear;;;; trust;sneaking
; anticip;; fear;;;; trust;medical
; anticip;; fear;;;; trust;diagnosis
; anticip;; fear;;;; trust;cautious
; anticip;; fear;;;;;withstand
; anticip;; fear;;;;;watch
; anticip;; fear;;;;;verge
; anticip;; fear;;;;;uphill
; anticip;; fear;;;;;unknown
; anticip;; fear;;;;;undecided
; anticip;; fear;;;;;towering
; anticip;; fear;;;;;timidity
; anticip;; fear;;;;;superstitious
; anticip;; fear;;;;;risky
; anticip;; fear;;;;;risk
; anticip;; fear;;;;;prognosis
; anticip;; fear;;;;;overthrow
; anticip;; fear;;;;;ominous
; anticip;; fear;;;;;omen
; anticip;; fear;;;;;nervous
; anticip;; fear;;;;;loom
; anticip;; fear;;;;;jeopardy
; anticip;; fear;;;;;impending
; anticip;; fear;;;;;imminent
; anticip;; fear;;;;;heft
; anticip;; fear;;;;;forewarned
; anticip;; fear;;;;;foreboding
; anticip;; fear;;;;;expose
; anticip;; fear;;;;;eventuality
; anticip;; fear;;;;;escape
; anticip;; fear;;;;;endanger
; anticip;; fear;;;;;dread
; anticip;; fear;;;;;buzz
; anticip;; fear;;;;;beware
; anticip;; fear;;;;;apprehensive
; anticip;; fear;;;;;anxious
; anticip;;; joy; sadness; surprise; trust;sanctify
; anticip;;; joy; sadness; surprise; trust;lovely
; anticip;;; joy; sadness; surprise;;unbeaten
; anticip;;; joy; sadness; surprise;;art
; anticip;;; joy; sadness;; trust;undying
; anticip;;; joy; sadness;; trust;sweetheart
; anticip;;; joy; sadness;; trust;sing
; anticip;;; joy; sadness;; trust;progression
; anticip;;; joy; sadness;; trust;priesthood
; anticip;;; joy; sadness;; trust;mother
; anticip;;; joy; sadness;; trust;income
; anticip;;; joy; sadness;; trust;hymn
; anticip;;; joy; sadness;; trust;consecration
; anticip;;; joy; sadness;;;commemorate
; anticip;;; joy; sadness;;;closure
; anticip;;; joy;; surprise; trust;zeal
; anticip;;; joy;; surprise; trust;veracity
; anticip;;; joy;; surprise; trust;trophy
; anticip;;; joy;; surprise; trust;transcendence
; anticip;;; joy;; surprise; trust;tickle
; anticip;;; joy;; surprise; trust;synchronize
; anticip;;; joy;; surprise; trust;sweet
; anticip;;; joy;; surprise; trust;sun
; anticip;;; joy;; surprise; trust;succeed
; anticip;;; joy;; surprise; trust;spa
; anticip;;; joy;; surprise; trust;simplify
; anticip;;; joy;; surprise; trust;shopping
; anticip;;; joy;; surprise; trust;sensual
; anticip;;; joy;; surprise; trust;saintly
; anticip;;; joy;; surprise; trust;saint
; anticip;;; joy;; surprise; trust;reward
; anticip;;; joy;; surprise; trust;rescue
; anticip;;; joy;; surprise; trust;rejoice
; anticip;;; joy;; surprise; trust;proficiency
; anticip;;; joy;; surprise; trust;princely
; anticip;;; joy;; surprise; trust;preservative
; anticip;;; joy;; surprise; trust;present
; anticip;;; joy;; surprise; trust;praiseworthy
; anticip;;; joy;; surprise; trust;pleasant
; anticip;;; joy;; surprise; trust;playground
; anticip;;; joy;; surprise; trust;picnic
; anticip;;; joy;; surprise; trust;perfection
; anticip;;; joy;; surprise; trust;peaceful
; anticip;;; joy;; surprise; trust;organization
; anticip;;; joy;; surprise; trust;optimism
; anticip;;; joy;; surprise; trust;miracle
; anticip;;; joy;; surprise; trust;medal
; anticip;;; joy;; surprise; trust;majestic
; anticip;;; joy;; surprise; trust;magnificent
; anticip;;; joy;; surprise; trust;liberty
; anticip;;; joy;; surprise; trust;leisure
; anticip;;; joy;; surprise; trust;labor
; anticip;;; joy;; surprise; trust;inviting
; anticip;;; joy;; surprise; trust;invite
; anticip;;; joy;; surprise; trust;inheritance
; anticip;;; joy;; surprise; trust;independence
; anticip;;; joy;; surprise; trust;humanitarian
; anticip;;; joy;; surprise; trust;hopeful
; anticip;;; joy;; surprise; trust;hope
; anticip;;; joy;; surprise; trust;honeymoon
; anticip;;; joy;; surprise; trust;heroism
; anticip;;; joy;; surprise; trust;hero
; anticip;;; joy;; surprise; trust;grin
; anticip;;; joy;; surprise; trust;goodness
; anticip;;; joy;; surprise; trust;good
; anticip;;; joy;; surprise; trust;glorify
; anticip;;; joy;; surprise; trust;generosity
